image_path,split,label,label_idx,filename
C:\Users\Letic\Downloads\NEU-CLS\Pa_268.bmp,train,Pa,2,Pa_268.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_14.bmp,train,Pa,2,Pa_14.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_255.bmp,train,PS,3,PS_255.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_300.bmp,train,Cr,0,Cr_300.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_123.bmp,train,Pa,2,Pa_123.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_155.bmp,train,Sc,5,Sc_155.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_259.bmp,train,In,1,In_259.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_7.bmp,train,RS,4,RS_7.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_67.bmp,train,Sc,5,Sc_67.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_166.bmp,train,In,1,In_166.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_282.bmp,train,Cr,0,Cr_282.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_133.bmp,train,Pa,2,Pa_133.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_269.bmp,train,RS,4,RS_269.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_119.bmp,train,Pa,2,Pa_119.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_99.bmp,train,RS,4,RS_99.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_44.bmp,train,PS,3,PS_44.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_70.bmp,train,RS,4,RS_70.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_224.bmp,train,Cr,0,Cr_224.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_161.bmp,train,Pa,2,Pa_161.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_171.bmp,train,PS,3,PS_171.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_145.bmp,train,Cr,0,Cr_145.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_122.bmp,train,Cr,0,Cr_122.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_290.bmp,train,In,1,In_290.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_272.bmp,train,Sc,5,Sc_272.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_74.bmp,train,RS,4,RS_74.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_200.bmp,train,PS,3,PS_200.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_136.bmp,train,PS,3,PS_136.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_48.bmp,train,Pa,2,Pa_48.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_41.bmp,train,Sc,5,Sc_41.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_249.bmp,train,In,1,In_249.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_234.bmp,train,Pa,2,Pa_234.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_192.bmp,train,PS,3,PS_192.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_177.bmp,train,Sc,5,Sc_177.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_201.bmp,train,Pa,2,Pa_201.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_15.bmp,train,Cr,0,Cr_15.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_77.bmp,train,RS,4,RS_77.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_15.bmp,train,RS,4,RS_15.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_104.bmp,train,Cr,0,Cr_104.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_81.bmp,train,Pa,2,Pa_81.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_26.bmp,train,Sc,5,Sc_26.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_232.bmp,train,In,1,In_232.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_44.bmp,train,RS,4,RS_44.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_62.bmp,train,Sc,5,Sc_62.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_50.bmp,train,Pa,2,Pa_50.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_119.bmp,train,PS,3,PS_119.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_146.bmp,train,Sc,5,Sc_146.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_197.bmp,train,Cr,0,Cr_197.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_85.bmp,train,RS,4,RS_85.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_175.bmp,train,Pa,2,Pa_175.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_263.bmp,train,RS,4,RS_263.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_265.bmp,train,Cr,0,Cr_265.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_137.bmp,train,In,1,In_137.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_90.bmp,train,RS,4,RS_90.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_254.bmp,train,Cr,0,Cr_254.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_225.bmp,train,PS,3,PS_225.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_62.bmp,train,RS,4,RS_62.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_83.bmp,train,Cr,0,Cr_83.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_223.bmp,train,In,1,In_223.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_9.bmp,train,Pa,2,Pa_9.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_82.bmp,train,Cr,0,Cr_82.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_195.bmp,train,In,1,In_195.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_260.bmp,train,PS,3,PS_260.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_110.bmp,train,Sc,5,Sc_110.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_255.bmp,train,Sc,5,Sc_255.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_38.bmp,train,RS,4,RS_38.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_83.bmp,train,Sc,5,Sc_83.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_298.bmp,train,PS,3,PS_298.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_262.bmp,train,Sc,5,Sc_262.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_23.bmp,train,PS,3,PS_23.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_6.bmp,train,In,1,In_6.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_119.bmp,train,Sc,5,Sc_119.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_253.bmp,train,Sc,5,Sc_253.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_173.bmp,train,PS,3,PS_173.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_275.bmp,train,Pa,2,Pa_275.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_227.bmp,train,RS,4,RS_227.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_39.bmp,train,PS,3,PS_39.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_165.bmp,train,PS,3,PS_165.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_59.bmp,train,Pa,2,Pa_59.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_250.bmp,train,Pa,2,Pa_250.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_289.bmp,train,Sc,5,Sc_289.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_223.bmp,train,Sc,5,Sc_223.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_174.bmp,train,RS,4,RS_174.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_110.bmp,train,PS,3,PS_110.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_175.bmp,train,In,1,In_175.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_117.bmp,train,PS,3,PS_117.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_132.bmp,train,Pa,2,Pa_132.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_122.bmp,train,Sc,5,Sc_122.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_201.bmp,train,Cr,0,Cr_201.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_127.bmp,train,Cr,0,Cr_127.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_59.bmp,train,Sc,5,Sc_59.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_129.bmp,train,PS,3,PS_129.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_258.bmp,train,Pa,2,Pa_258.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_134.bmp,train,In,1,In_134.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_68.bmp,train,Sc,5,Sc_68.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_48.bmp,train,PS,3,PS_48.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_25.bmp,train,In,1,In_25.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_138.bmp,train,RS,4,RS_138.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_49.bmp,train,Cr,0,Cr_49.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_98.bmp,train,PS,3,PS_98.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_158.bmp,train,Cr,0,Cr_158.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_166.bmp,train,Sc,5,Sc_166.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_60.bmp,train,PS,3,PS_60.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_223.bmp,train,RS,4,RS_223.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_27.bmp,train,Sc,5,Sc_27.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_88.bmp,train,Sc,5,Sc_88.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_257.bmp,train,PS,3,PS_257.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_15.bmp,train,Sc,5,Sc_15.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_183.bmp,train,Pa,2,Pa_183.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_66.bmp,train,PS,3,PS_66.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_172.bmp,train,PS,3,PS_172.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_193.bmp,train,Pa,2,Pa_193.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_83.bmp,train,PS,3,PS_83.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_50.bmp,train,Cr,0,Cr_50.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_126.bmp,train,Cr,0,Cr_126.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_217.bmp,train,PS,3,PS_217.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_179.bmp,train,Pa,2,Pa_179.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_108.bmp,train,Pa,2,Pa_108.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_53.bmp,train,Cr,0,Cr_53.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_77.bmp,train,Cr,0,Cr_77.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_47.bmp,train,RS,4,RS_47.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_180.bmp,train,Cr,0,Cr_180.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_114.bmp,train,RS,4,RS_114.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_179.bmp,train,PS,3,PS_179.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_208.bmp,train,Sc,5,Sc_208.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_242.bmp,train,In,1,In_242.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_33.bmp,train,RS,4,RS_33.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_86.bmp,train,RS,4,RS_86.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_4.bmp,train,RS,4,RS_4.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_15.bmp,train,Pa,2,Pa_15.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_143.bmp,train,Sc,5,Sc_143.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_229.bmp,train,In,1,In_229.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_127.bmp,train,Pa,2,Pa_127.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_257.bmp,train,Pa,2,Pa_257.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_240.bmp,train,PS,3,PS_240.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_72.bmp,train,PS,3,PS_72.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_133.bmp,train,Cr,0,Cr_133.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_120.bmp,train,Pa,2,Pa_120.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_291.bmp,train,RS,4,RS_291.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_276.bmp,train,Pa,2,Pa_276.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_136.bmp,train,Sc,5,Sc_136.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_180.bmp,train,RS,4,RS_180.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_264.bmp,train,Pa,2,Pa_264.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_132.bmp,train,In,1,In_132.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_196.bmp,train,PS,3,PS_196.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_47.bmp,train,Cr,0,Cr_47.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_80.bmp,train,Cr,0,Cr_80.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_129.bmp,train,In,1,In_129.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_19.bmp,train,In,1,In_19.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_9.bmp,train,Cr,0,Cr_9.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_214.bmp,train,Sc,5,Sc_214.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_258.bmp,train,RS,4,RS_258.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_260.bmp,train,Sc,5,Sc_260.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_173.bmp,train,Cr,0,Cr_173.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_72.bmp,train,In,1,In_72.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_4.bmp,train,Sc,5,Sc_4.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_98.bmp,train,In,1,In_98.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_67.bmp,train,Pa,2,Pa_67.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_36.bmp,train,PS,3,PS_36.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_176.bmp,train,Pa,2,Pa_176.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_100.bmp,train,PS,3,PS_100.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_36.bmp,train,Cr,0,Cr_36.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_122.bmp,train,Pa,2,Pa_122.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_6.bmp,train,Sc,5,Sc_6.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_275.bmp,train,In,1,In_275.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_73.bmp,train,In,1,In_73.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_120.bmp,train,PS,3,PS_120.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_4.bmp,train,Pa,2,Pa_4.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_273.bmp,train,Sc,5,Sc_273.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_88.bmp,train,PS,3,PS_88.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_188.bmp,train,Pa,2,Pa_188.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_295.bmp,train,PS,3,PS_295.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_2.bmp,train,Pa,2,Pa_2.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_207.bmp,train,RS,4,RS_207.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_2.bmp,train,In,1,In_2.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_194.bmp,train,Sc,5,Sc_194.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_18.bmp,train,In,1,In_18.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_54.bmp,train,Pa,2,Pa_54.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_41.bmp,train,Pa,2,Pa_41.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_150.bmp,train,Pa,2,Pa_150.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_55.bmp,train,PS,3,PS_55.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_162.bmp,train,PS,3,PS_162.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_119.bmp,train,Cr,0,Cr_119.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_78.bmp,train,RS,4,RS_78.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_205.bmp,train,Sc,5,Sc_205.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_286.bmp,train,RS,4,RS_286.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_20.bmp,train,Cr,0,Cr_20.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_126.bmp,train,Sc,5,Sc_126.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_283.bmp,train,In,1,In_283.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_185.bmp,train,PS,3,PS_185.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_280.bmp,train,In,1,In_280.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_118.bmp,train,In,1,In_118.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_239.bmp,train,Sc,5,Sc_239.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_264.bmp,train,Sc,5,Sc_264.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_198.bmp,train,Cr,0,Cr_198.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_102.bmp,train,In,1,In_102.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_74.bmp,train,Cr,0,Cr_74.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_191.bmp,train,Sc,5,Sc_191.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_217.bmp,train,Sc,5,Sc_217.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_192.bmp,train,Cr,0,Cr_192.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_2.bmp,train,Cr,0,Cr_2.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_226.bmp,train,Cr,0,Cr_226.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_272.bmp,train,RS,4,RS_272.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_19.bmp,train,Cr,0,Cr_19.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_30.bmp,train,Pa,2,Pa_30.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_275.bmp,train,Cr,0,Cr_275.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_67.bmp,train,In,1,In_67.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_37.bmp,train,Pa,2,Pa_37.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_203.bmp,train,Cr,0,Cr_203.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_116.bmp,train,Cr,0,Cr_116.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_49.bmp,train,PS,3,PS_49.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_56.bmp,train,PS,3,PS_56.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_163.bmp,train,PS,3,PS_163.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_141.bmp,train,RS,4,RS_141.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_60.bmp,train,In,1,In_60.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_112.bmp,train,Sc,5,Sc_112.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_299.bmp,train,Sc,5,Sc_299.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_286.bmp,train,PS,3,PS_286.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_190.bmp,train,Sc,5,Sc_190.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_110.bmp,train,In,1,In_110.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_228.bmp,train,PS,3,PS_228.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_151.bmp,train,In,1,In_151.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_17.bmp,train,In,1,In_17.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_41.bmp,train,RS,4,RS_41.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_133.bmp,train,Sc,5,Sc_133.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_42.bmp,train,Sc,5,Sc_42.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_94.bmp,train,In,1,In_94.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_65.bmp,train,Cr,0,Cr_65.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_228.bmp,train,Sc,5,Sc_228.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_284.bmp,train,In,1,In_284.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_79.bmp,train,Cr,0,Cr_79.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_277.bmp,train,In,1,In_277.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_135.bmp,train,PS,3,PS_135.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_288.bmp,train,Pa,2,Pa_288.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_145.bmp,train,RS,4,RS_145.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_55.bmp,train,Pa,2,Pa_55.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_172.bmp,train,Pa,2,Pa_172.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_35.bmp,train,In,1,In_35.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_127.bmp,train,Sc,5,Sc_127.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_115.bmp,train,RS,4,RS_115.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_49.bmp,train,In,1,In_49.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_35.bmp,train,Sc,5,Sc_35.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_95.bmp,train,Cr,0,Cr_95.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_228.bmp,train,RS,4,RS_228.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_224.bmp,train,RS,4,RS_224.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_290.bmp,train,RS,4,RS_290.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_196.bmp,train,In,1,In_196.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_194.bmp,train,RS,4,RS_194.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_279.bmp,train,Pa,2,Pa_279.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_190.bmp,train,PS,3,PS_190.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_145.bmp,train,In,1,In_145.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_245.bmp,train,In,1,In_245.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_292.bmp,train,Pa,2,Pa_292.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_158.bmp,train,RS,4,RS_158.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_218.bmp,train,RS,4,RS_218.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_144.bmp,train,Pa,2,Pa_144.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_109.bmp,train,Sc,5,Sc_109.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_190.bmp,train,RS,4,RS_190.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_103.bmp,train,RS,4,RS_103.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_69.bmp,train,RS,4,RS_69.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_186.bmp,train,Pa,2,Pa_186.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_38.bmp,train,Sc,5,Sc_38.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_252.bmp,train,In,1,In_252.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_202.bmp,train,PS,3,PS_202.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_85.bmp,train,Sc,5,Sc_85.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_112.bmp,train,RS,4,RS_112.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_267.bmp,train,Sc,5,Sc_267.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_124.bmp,train,Cr,0,Cr_124.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_30.bmp,train,PS,3,PS_30.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_138.bmp,train,PS,3,PS_138.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_7.bmp,train,PS,3,PS_7.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_7.bmp,train,In,1,In_7.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_104.bmp,train,Sc,5,Sc_104.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_291.bmp,train,In,1,In_291.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_95.bmp,train,RS,4,RS_95.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_160.bmp,train,In,1,In_160.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_158.bmp,train,PS,3,PS_158.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_204.bmp,train,Cr,0,Cr_204.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_93.bmp,train,RS,4,RS_93.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_85.bmp,train,Pa,2,Pa_85.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_286.bmp,train,In,1,In_286.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_13.bmp,train,RS,4,RS_13.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_220.bmp,train,Sc,5,Sc_220.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_33.bmp,train,PS,3,PS_33.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_241.bmp,train,Pa,2,Pa_241.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_285.bmp,train,Pa,2,Pa_285.bmp
