filepath,filename,classe,split
C:\Users\Letic\Downloads\NEU-CLS\PS_201.bmp,PS_201.bmp,Pitted_Surface,train
C:\Users\Letic\Downloads\NEU-CLS\PS_133.bmp,PS_133.bmp,Pitted_Surface,train
C:\Users\Letic\Downloads\NEU-CLS\In_173.bmp,In_173.bmp,Inclusion,train
C:\Users\Letic\Downloads\NEU-CLS\In_32.bmp,In_32.bmp,Inclusion,train
C:\Users\Letic\Downloads\NEU-CLS\In_54.bmp,In_54.bmp,Inclusion,train
C:\Users\Letic\Downloads\NEU-CLS\RS_32.bmp,RS_32.bmp,Rolled-in_Scale,train
C:\Users\Letic\Downloads\NEU-CLS\Pa_268.bmp,Pa_268.bmp,Patches,train
C:\Users\Letic\Downloads\NEU-CLS\Pa_14.bmp,Pa_14.bmp,Patches,train
C:\Users\Letic\Downloads\NEU-CLS\PS_255.bmp,PS_255.bmp,Pitted_Surface,train
C:\Users\Letic\Downloads\NEU-CLS\Cr_300.bmp,Cr_300.bmp,Crazing,train
C:\Users\Letic\Downloads\NEU-CLS\Pa_123.bmp,Pa_123.bmp,Patches,train
C:\Users\Letic\Downloads\NEU-CLS\Sc_155.bmp,Sc_155.bmp,Scratches,train
C:\Users\Letic\Downloads\NEU-CLS\In_259.bmp,In_259.bmp,Inclusion,train
C:\Users\Letic\Downloads\NEU-CLS\RS_7.bmp,RS_7.bmp,Rolled-in_Scale,train
C:\Users\Letic\Downloads\NEU-CLS\Sc_67.bmp,Sc_67.bmp,Scratches,train
C:\Users\Letic\Downloads\NEU-CLS\In_166.bmp,In_166.bmp,Inclusion,train
C:\Users\Letic\Downloads\NEU-CLS\Cr_282.bmp,Cr_282.bmp,Crazing,train
C:\Users\Letic\Downloads\NEU-CLS\Pa_133.bmp,Pa_133.bmp,Patches,train
C:\Users\Letic\Downloads\NEU-CLS\RS_269.bmp,RS_269.bmp,Rolled-in_Scale,train
C:\Users\Letic\Downloads\NEU-CLS\Pa_119.bmp,Pa_119.bmp,Patches,train
C:\Users\Letic\Downloads\NEU-CLS\RS_99.bmp,RS_99.bmp,Rolled-in_Scale,train
C:\Users\Letic\Downloads\NEU-CLS\PS_44.bmp,PS_44.bmp,Pitted_Surface,train
C:\Users\Letic\Downloads\NEU-CLS\RS_70.bmp,RS_70.bmp,Rolled-in_Scale,train
C:\Users\Letic\Downloads\NEU-CLS\Cr_224.bmp,Cr_224.bmp,Crazing,train
C:\Users\Letic\Downloads\NEU-CLS\Pa_161.bmp,Pa_161.bmp,Patches,train
C:\Users\Letic\Downloads\NEU-CLS\PS_171.bmp,PS_171.bmp,Pitted_Surface,train
C:\Users\Letic\Downloads\NEU-CLS\Cr_145.bmp,Cr_145.bmp,Crazing,train
C:\Users\Letic\Downloads\NEU-CLS\Cr_122.bmp,Cr_122.bmp,Crazing,train
C:\Users\Letic\Downloads\NEU-CLS\In_290.bmp,In_290.bmp,Inclusion,train
C:\Users\Letic\Downloads\NEU-CLS\Sc_272.bmp,Sc_272.bmp,Scratches,train
C:\Users\Letic\Downloads\NEU-CLS\RS_74.bmp,RS_74.bmp,Rolled-in_Scale,train
C:\Users\Letic\Downloads\NEU-CLS\PS_200.bmp,PS_200.bmp,Pitted_Surface,train
C:\Users\Letic\Downloads\NEU-CLS\PS_136.bmp,PS_136.bmp,Pitted_Surface,train
C:\Users\Letic\Downloads\NEU-CLS\Pa_48.bmp,Pa_48.bmp,Patches,train
C:\Users\Letic\Downloads\NEU-CLS\Sc_41.bmp,Sc_41.bmp,Scratches,train
C:\Users\Letic\Downloads\NEU-CLS\In_249.bmp,In_249.bmp,Inclusion,train
C:\Users\Letic\Downloads\NEU-CLS\Pa_234.bmp,Pa_234.bmp,Patches,train
C:\Users\Letic\Downloads\NEU-CLS\PS_192.bmp,PS_192.bmp,Pitted_Surface,train
C:\Users\Letic\Downloads\NEU-CLS\Sc_177.bmp,Sc_177.bmp,Scratches,train
C:\Users\Letic\Downloads\NEU-CLS\Pa_201.bmp,Pa_201.bmp,Patches,train
C:\Users\Letic\Downloads\NEU-CLS\Cr_15.bmp,Cr_15.bmp,Crazing,train
C:\Users\Letic\Downloads\NEU-CLS\RS_77.bmp,RS_77.bmp,Rolled-in_Scale,train
C:\Users\Letic\Downloads\NEU-CLS\RS_15.bmp,RS_15.bmp,Rolled-in_Scale,train
C:\Users\Letic\Downloads\NEU-CLS\Cr_104.bmp,Cr_104.bmp,Crazing,train
C:\Users\Letic\Downloads\NEU-CLS\Pa_81.bmp,Pa_81.bmp,Patches,train
C:\Users\Letic\Downloads\NEU-CLS\Sc_26.bmp,Sc_26.bmp,Scratches,train
C:\Users\Letic\Downloads\NEU-CLS\In_232.bmp,In_232.bmp,Inclusion,train
C:\Users\Letic\Downloads\NEU-CLS\RS_44.bmp,RS_44.bmp,Rolled-in_Scale,train
C:\Users\Letic\Downloads\NEU-CLS\Sc_62.bmp,Sc_62.bmp,Scratches,train
C:\Users\Letic\Downloads\NEU-CLS\Pa_50.bmp,Pa_50.bmp,Patches,train
C:\Users\Letic\Downloads\NEU-CLS\PS_119.bmp,PS_119.bmp,Pitted_Surface,train
C:\Users\Letic\Downloads\NEU-CLS\Sc_146.bmp,Sc_146.bmp,Scratches,train
C:\Users\Letic\Downloads\NEU-CLS\Cr_197.bmp,Cr_197.bmp,Crazing,train
C:\Users\Letic\Downloads\NEU-CLS\RS_85.bmp,RS_85.bmp,Rolled-in_Scale,train
C:\Users\Letic\Downloads\NEU-CLS\Pa_175.bmp,Pa_175.bmp,Patches,train
C:\Users\Letic\Downloads\NEU-CLS\RS_263.bmp,RS_263.bmp,Rolled-in_Scale,train
C:\Users\Letic\Downloads\NEU-CLS\Cr_265.bmp,Cr_265.bmp,Crazing,train
C:\Users\Letic\Downloads\NEU-CLS\In_137.bmp,In_137.bmp,Inclusion,train
C:\Users\Letic\Downloads\NEU-CLS\RS_90.bmp,RS_90.bmp,Rolled-in_Scale,train
C:\Users\Letic\Downloads\NEU-CLS\Cr_254.bmp,Cr_254.bmp,Crazing,train
C:\Users\Letic\Downloads\NEU-CLS\PS_225.bmp,PS_225.bmp,Pitted_Surface,train
C:\Users\Letic\Downloads\NEU-CLS\RS_62.bmp,RS_62.bmp,Rolled-in_Scale,train
C:\Users\Letic\Downloads\NEU-CLS\Cr_83.bmp,Cr_83.bmp,Crazing,train
C:\Users\Letic\Downloads\NEU-CLS\In_223.bmp,In_223.bmp,Inclusion,train
C:\Users\Letic\Downloads\NEU-CLS\Pa_9.bmp,Pa_9.bmp,Patches,train
C:\Users\Letic\Downloads\NEU-CLS\Cr_82.bmp,Cr_82.bmp,Crazing,train
C:\Users\Letic\Downloads\NEU-CLS\In_195.bmp,In_195.bmp,Inclusion,train
C:\Users\Letic\Downloads\NEU-CLS\PS_260.bmp,PS_260.bmp,Pitted_Surface,train
C:\Users\Letic\Downloads\NEU-CLS\Sc_110.bmp,Sc_110.bmp,Scratches,train
C:\Users\Letic\Downloads\NEU-CLS\Sc_255.bmp,Sc_255.bmp,Scratches,train
C:\Users\Letic\Downloads\NEU-CLS\RS_38.bmp,RS_38.bmp,Rolled-in_Scale,train
C:\Users\Letic\Downloads\NEU-CLS\Sc_83.bmp,Sc_83.bmp,Scratches,train
C:\Users\Letic\Downloads\NEU-CLS\PS_298.bmp,PS_298.bmp,Pitted_Surface,train
C:\Users\Letic\Downloads\NEU-CLS\Sc_262.bmp,Sc_262.bmp,Scratches,train
C:\Users\Letic\Downloads\NEU-CLS\PS_23.bmp,PS_23.bmp,Pitted_Surface,train
C:\Users\Letic\Downloads\NEU-CLS\In_6.bmp,In_6.bmp,Inclusion,train
C:\Users\Letic\Downloads\NEU-CLS\Sc_119.bmp,Sc_119.bmp,Scratches,train
C:\Users\Letic\Downloads\NEU-CLS\Sc_253.bmp,Sc_253.bmp,Scratches,train
C:\Users\Letic\Downloads\NEU-CLS\PS_173.bmp,PS_173.bmp,Pitted_Surface,train
C:\Users\Letic\Downloads\NEU-CLS\Pa_275.bmp,Pa_275.bmp,Patches,train
C:\Users\Letic\Downloads\NEU-CLS\RS_227.bmp,RS_227.bmp,Rolled-in_Scale,train
C:\Users\Letic\Downloads\NEU-CLS\PS_39.bmp,PS_39.bmp,Pitted_Surface,train
C:\Users\Letic\Downloads\NEU-CLS\PS_165.bmp,PS_165.bmp,Pitted_Surface,train
C:\Users\Letic\Downloads\NEU-CLS\Pa_59.bmp,Pa_59.bmp,Patches,train
C:\Users\Letic\Downloads\NEU-CLS\Pa_250.bmp,Pa_250.bmp,Patches,train
C:\Users\Letic\Downloads\NEU-CLS\Sc_289.bmp,Sc_289.bmp,Scratches,train
C:\Users\Letic\Downloads\NEU-CLS\Sc_223.bmp,Sc_223.bmp,Scratches,train
C:\Users\Letic\Downloads\NEU-CLS\RS_174.bmp,RS_174.bmp,Rolled-in_Scale,train
C:\Users\Letic\Downloads\NEU-CLS\PS_110.bmp,PS_110.bmp,Pitted_Surface,train
C:\Users\Letic\Downloads\NEU-CLS\In_175.bmp,In_175.bmp,Inclusion,train
C:\Users\Letic\Downloads\NEU-CLS\PS_117.bmp,PS_117.bmp,Pitted_Surface,train
C:\Users\Letic\Downloads\NEU-CLS\Pa_132.bmp,Pa_132.bmp,Patches,train
C:\Users\Letic\Downloads\NEU-CLS\Sc_122.bmp,Sc_122.bmp,Scratches,train
C:\Users\Letic\Downloads\NEU-CLS\Cr_201.bmp,Cr_201.bmp,Crazing,train
C:\Users\Letic\Downloads\NEU-CLS\Cr_127.bmp,Cr_127.bmp,Crazing,train
C:\Users\Letic\Downloads\NEU-CLS\Sc_59.bmp,Sc_59.bmp,Scratches,train
C:\Users\Letic\Downloads\NEU-CLS\PS_129.bmp,PS_129.bmp,Pitted_Surface,train
C:\Users\Letic\Downloads\NEU-CLS\Pa_258.bmp,Pa_258.bmp,Patches,train
C:\Users\Letic\Downloads\NEU-CLS\In_134.bmp,In_134.bmp,Inclusion,train
C:\Users\Letic\Downloads\NEU-CLS\Sc_68.bmp,Sc_68.bmp,Scratches,train
C:\Users\Letic\Downloads\NEU-CLS\PS_48.bmp,PS_48.bmp,Pitted_Surface,train
C:\Users\Letic\Downloads\NEU-CLS\In_25.bmp,In_25.bmp,Inclusion,train
C:\Users\Letic\Downloads\NEU-CLS\RS_138.bmp,RS_138.bmp,Rolled-in_Scale,train
C:\Users\Letic\Downloads\NEU-CLS\Cr_49.bmp,Cr_49.bmp,Crazing,train
C:\Users\Letic\Downloads\NEU-CLS\PS_98.bmp,PS_98.bmp,Pitted_Surface,train
C:\Users\Letic\Downloads\NEU-CLS\Cr_158.bmp,Cr_158.bmp,Crazing,train
C:\Users\Letic\Downloads\NEU-CLS\Sc_166.bmp,Sc_166.bmp,Scratches,train
C:\Users\Letic\Downloads\NEU-CLS\PS_60.bmp,PS_60.bmp,Pitted_Surface,train
C:\Users\Letic\Downloads\NEU-CLS\RS_223.bmp,RS_223.bmp,Rolled-in_Scale,train
C:\Users\Letic\Downloads\NEU-CLS\Sc_27.bmp,Sc_27.bmp,Scratches,train
C:\Users\Letic\Downloads\NEU-CLS\Sc_88.bmp,Sc_88.bmp,Scratches,train
C:\Users\Letic\Downloads\NEU-CLS\PS_257.bmp,PS_257.bmp,Pitted_Surface,train
C:\Users\Letic\Downloads\NEU-CLS\Sc_15.bmp,Sc_15.bmp,Scratches,train
C:\Users\Letic\Downloads\NEU-CLS\Pa_183.bmp,Pa_183.bmp,Patches,train
C:\Users\Letic\Downloads\NEU-CLS\PS_66.bmp,PS_66.bmp,Pitted_Surface,train
C:\Users\Letic\Downloads\NEU-CLS\PS_172.bmp,PS_172.bmp,Pitted_Surface,train
C:\Users\Letic\Downloads\NEU-CLS\Pa_193.bmp,Pa_193.bmp,Patches,train
C:\Users\Letic\Downloads\NEU-CLS\PS_83.bmp,PS_83.bmp,Pitted_Surface,train
C:\Users\Letic\Downloads\NEU-CLS\Cr_50.bmp,Cr_50.bmp,Crazing,train
C:\Users\Letic\Downloads\NEU-CLS\Cr_126.bmp,Cr_126.bmp,Crazing,train
C:\Users\Letic\Downloads\NEU-CLS\PS_217.bmp,PS_217.bmp,Pitted_Surface,train
C:\Users\Letic\Downloads\NEU-CLS\Pa_179.bmp,Pa_179.bmp,Patches,train
C:\Users\Letic\Downloads\NEU-CLS\Pa_108.bmp,Pa_108.bmp,Patches,train
C:\Users\Letic\Downloads\NEU-CLS\Cr_53.bmp,Cr_53.bmp,Crazing,train
C:\Users\Letic\Downloads\NEU-CLS\Cr_77.bmp,Cr_77.bmp,Crazing,train
C:\Users\Letic\Downloads\NEU-CLS\RS_47.bmp,RS_47.bmp,Rolled-in_Scale,train
C:\Users\Letic\Downloads\NEU-CLS\Cr_180.bmp,Cr_180.bmp,Crazing,train
C:\Users\Letic\Downloads\NEU-CLS\RS_114.bmp,RS_114.bmp,Rolled-in_Scale,train
C:\Users\Letic\Downloads\NEU-CLS\PS_179.bmp,PS_179.bmp,Pitted_Surface,train
C:\Users\Letic\Downloads\NEU-CLS\Sc_208.bmp,Sc_208.bmp,Scratches,train
C:\Users\Letic\Downloads\NEU-CLS\In_242.bmp,In_242.bmp,Inclusion,train
C:\Users\Letic\Downloads\NEU-CLS\RS_33.bmp,RS_33.bmp,Rolled-in_Scale,train
C:\Users\Letic\Downloads\NEU-CLS\RS_86.bmp,RS_86.bmp,Rolled-in_Scale,train
C:\Users\Letic\Downloads\NEU-CLS\RS_4.bmp,RS_4.bmp,Rolled-in_Scale,train
C:\Users\Letic\Downloads\NEU-CLS\Pa_15.bmp,Pa_15.bmp,Patches,train
C:\Users\Letic\Downloads\NEU-CLS\Sc_143.bmp,Sc_143.bmp,Scratches,train
C:\Users\Letic\Downloads\NEU-CLS\In_229.bmp,In_229.bmp,Inclusion,train
C:\Users\Letic\Downloads\NEU-CLS\Pa_127.bmp,Pa_127.bmp,Patches,train
C:\Users\Letic\Downloads\NEU-CLS\Pa_257.bmp,Pa_257.bmp,Patches,train
C:\Users\Letic\Downloads\NEU-CLS\PS_240.bmp,PS_240.bmp,Pitted_Surface,train
C:\Users\Letic\Downloads\NEU-CLS\PS_72.bmp,PS_72.bmp,Pitted_Surface,train
C:\Users\Letic\Downloads\NEU-CLS\Cr_133.bmp,Cr_133.bmp,Crazing,train
C:\Users\Letic\Downloads\NEU-CLS\Pa_120.bmp,Pa_120.bmp,Patches,train
C:\Users\Letic\Downloads\NEU-CLS\RS_291.bmp,RS_291.bmp,Rolled-in_Scale,train
C:\Users\Letic\Downloads\NEU-CLS\Pa_276.bmp,Pa_276.bmp,Patches,train
C:\Users\Letic\Downloads\NEU-CLS\Sc_136.bmp,Sc_136.bmp,Scratches,train
C:\Users\Letic\Downloads\NEU-CLS\RS_180.bmp,RS_180.bmp,Rolled-in_Scale,train
C:\Users\Letic\Downloads\NEU-CLS\Pa_264.bmp,Pa_264.bmp,Patches,train
C:\Users\Letic\Downloads\NEU-CLS\In_132.bmp,In_132.bmp,Inclusion,train
C:\Users\Letic\Downloads\NEU-CLS\PS_196.bmp,PS_196.bmp,Pitted_Surface,train
C:\Users\Letic\Downloads\NEU-CLS\Cr_47.bmp,Cr_47.bmp,Crazing,train
C:\Users\Letic\Downloads\NEU-CLS\Cr_80.bmp,Cr_80.bmp,Crazing,train
C:\Users\Letic\Downloads\NEU-CLS\In_129.bmp,In_129.bmp,Inclusion,train
C:\Users\Letic\Downloads\NEU-CLS\In_19.bmp,In_19.bmp,Inclusion,train
C:\Users\Letic\Downloads\NEU-CLS\Cr_9.bmp,Cr_9.bmp,Crazing,train
C:\Users\Letic\Downloads\NEU-CLS\Sc_214.bmp,Sc_214.bmp,Scratches,train
C:\Users\Letic\Downloads\NEU-CLS\RS_258.bmp,RS_258.bmp,Rolled-in_Scale,train
C:\Users\Letic\Downloads\NEU-CLS\Sc_260.bmp,Sc_260.bmp,Scratches,train
C:\Users\Letic\Downloads\NEU-CLS\Cr_173.bmp,Cr_173.bmp,Crazing,train
C:\Users\Letic\Downloads\NEU-CLS\In_72.bmp,In_72.bmp,Inclusion,train
C:\Users\Letic\Downloads\NEU-CLS\Sc_4.bmp,Sc_4.bmp,Scratches,train
C:\Users\Letic\Downloads\NEU-CLS\In_98.bmp,In_98.bmp,Inclusion,train
C:\Users\Letic\Downloads\NEU-CLS\Pa_67.bmp,Pa_67.bmp,Patches,train
C:\Users\Letic\Downloads\NEU-CLS\PS_36.bmp,PS_36.bmp,Pitted_Surface,train
C:\Users\Letic\Downloads\NEU-CLS\Pa_176.bmp,Pa_176.bmp,Patches,train
C:\Users\Letic\Downloads\NEU-CLS\PS_100.bmp,PS_100.bmp,Pitted_Surface,train
C:\Users\Letic\Downloads\NEU-CLS\Cr_36.bmp,Cr_36.bmp,Crazing,train
C:\Users\Letic\Downloads\NEU-CLS\Pa_122.bmp,Pa_122.bmp,Patches,train
C:\Users\Letic\Downloads\NEU-CLS\Sc_6.bmp,Sc_6.bmp,Scratches,train
C:\Users\Letic\Downloads\NEU-CLS\In_275.bmp,In_275.bmp,Inclusion,train
C:\Users\Letic\Downloads\NEU-CLS\In_73.bmp,In_73.bmp,Inclusion,train
C:\Users\Letic\Downloads\NEU-CLS\PS_120.bmp,PS_120.bmp,Pitted_Surface,train
C:\Users\Letic\Downloads\NEU-CLS\Pa_4.bmp,Pa_4.bmp,Patches,train
C:\Users\Letic\Downloads\NEU-CLS\Sc_273.bmp,Sc_273.bmp,Scratches,train
C:\Users\Letic\Downloads\NEU-CLS\PS_88.bmp,PS_88.bmp,Pitted_Surface,train
C:\Users\Letic\Downloads\NEU-CLS\Pa_188.bmp,Pa_188.bmp,Patches,train
C:\Users\Letic\Downloads\NEU-CLS\PS_295.bmp,PS_295.bmp,Pitted_Surface,train
C:\Users\Letic\Downloads\NEU-CLS\Pa_2.bmp,Pa_2.bmp,Patches,train
C:\Users\Letic\Downloads\NEU-CLS\RS_207.bmp,RS_207.bmp,Rolled-in_Scale,train
C:\Users\Letic\Downloads\NEU-CLS\In_2.bmp,In_2.bmp,Inclusion,train
C:\Users\Letic\Downloads\NEU-CLS\Sc_194.bmp,Sc_194.bmp,Scratches,train
C:\Users\Letic\Downloads\NEU-CLS\In_18.bmp,In_18.bmp,Inclusion,train
C:\Users\Letic\Downloads\NEU-CLS\Pa_54.bmp,Pa_54.bmp,Patches,train
C:\Users\Letic\Downloads\NEU-CLS\Pa_41.bmp,Pa_41.bmp,Patches,train
C:\Users\Letic\Downloads\NEU-CLS\Pa_150.bmp,Pa_150.bmp,Patches,train
C:\Users\Letic\Downloads\NEU-CLS\PS_55.bmp,PS_55.bmp,Pitted_Surface,train
C:\Users\Letic\Downloads\NEU-CLS\PS_162.bmp,PS_162.bmp,Pitted_Surface,train
C:\Users\Letic\Downloads\NEU-CLS\Cr_119.bmp,Cr_119.bmp,Crazing,train
C:\Users\Letic\Downloads\NEU-CLS\RS_78.bmp,RS_78.bmp,Rolled-in_Scale,train
C:\Users\Letic\Downloads\NEU-CLS\Sc_205.bmp,Sc_205.bmp,Scratches,train
C:\Users\Letic\Downloads\NEU-CLS\RS_286.bmp,RS_286.bmp,Rolled-in_Scale,train
C:\Users\Letic\Downloads\NEU-CLS\Cr_20.bmp,Cr_20.bmp,Crazing,train
C:\Users\Letic\Downloads\NEU-CLS\Sc_126.bmp,Sc_126.bmp,Scratches,train
C:\Users\Letic\Downloads\NEU-CLS\In_283.bmp,In_283.bmp,Inclusion,train
C:\Users\Letic\Downloads\NEU-CLS\PS_185.bmp,PS_185.bmp,Pitted_Surface,train
C:\Users\Letic\Downloads\NEU-CLS\In_280.bmp,In_280.bmp,Inclusion,train
C:\Users\Letic\Downloads\NEU-CLS\In_118.bmp,In_118.bmp,Inclusion,train
C:\Users\Letic\Downloads\NEU-CLS\Sc_239.bmp,Sc_239.bmp,Scratches,train
C:\Users\Letic\Downloads\NEU-CLS\Sc_264.bmp,Sc_264.bmp,Scratches,train
C:\Users\Letic\Downloads\NEU-CLS\Cr_198.bmp,Cr_198.bmp,Crazing,train
C:\Users\Letic\Downloads\NEU-CLS\In_102.bmp,In_102.bmp,Inclusion,train
C:\Users\Letic\Downloads\NEU-CLS\Cr_74.bmp,Cr_74.bmp,Crazing,train
C:\Users\Letic\Downloads\NEU-CLS\Sc_191.bmp,Sc_191.bmp,Scratches,train
C:\Users\Letic\Downloads\NEU-CLS\Sc_217.bmp,Sc_217.bmp,Scratches,train
C:\Users\Letic\Downloads\NEU-CLS\Cr_192.bmp,Cr_192.bmp,Crazing,train
C:\Users\Letic\Downloads\NEU-CLS\Cr_2.bmp,Cr_2.bmp,Crazing,train
C:\Users\Letic\Downloads\NEU-CLS\Cr_226.bmp,Cr_226.bmp,Crazing,train
C:\Users\Letic\Downloads\NEU-CLS\RS_272.bmp,RS_272.bmp,Rolled-in_Scale,train
C:\Users\Letic\Downloads\NEU-CLS\Cr_19.bmp,Cr_19.bmp,Crazing,train
C:\Users\Letic\Downloads\NEU-CLS\Pa_30.bmp,Pa_30.bmp,Patches,train
C:\Users\Letic\Downloads\NEU-CLS\Cr_275.bmp,Cr_275.bmp,Crazing,train
C:\Users\Letic\Downloads\NEU-CLS\In_67.bmp,In_67.bmp,Inclusion,train
C:\Users\Letic\Downloads\NEU-CLS\Pa_37.bmp,Pa_37.bmp,Patches,train
C:\Users\Letic\Downloads\NEU-CLS\Cr_203.bmp,Cr_203.bmp,Crazing,train
C:\Users\Letic\Downloads\NEU-CLS\Cr_116.bmp,Cr_116.bmp,Crazing,train
C:\Users\Letic\Downloads\NEU-CLS\PS_49.bmp,PS_49.bmp,Pitted_Surface,train
C:\Users\Letic\Downloads\NEU-CLS\PS_56.bmp,PS_56.bmp,Pitted_Surface,train
C:\Users\Letic\Downloads\NEU-CLS\PS_163.bmp,PS_163.bmp,Pitted_Surface,train
C:\Users\Letic\Downloads\NEU-CLS\RS_141.bmp,RS_141.bmp,Rolled-in_Scale,train
C:\Users\Letic\Downloads\NEU-CLS\In_60.bmp,In_60.bmp,Inclusion,train
C:\Users\Letic\Downloads\NEU-CLS\Sc_112.bmp,Sc_112.bmp,Scratches,train
C:\Users\Letic\Downloads\NEU-CLS\Sc_299.bmp,Sc_299.bmp,Scratches,train
C:\Users\Letic\Downloads\NEU-CLS\PS_286.bmp,PS_286.bmp,Pitted_Surface,train
C:\Users\Letic\Downloads\NEU-CLS\Sc_190.bmp,Sc_190.bmp,Scratches,train
C:\Users\Letic\Downloads\NEU-CLS\In_110.bmp,In_110.bmp,Inclusion,train
C:\Users\Letic\Downloads\NEU-CLS\PS_228.bmp,PS_228.bmp,Pitted_Surface,train
C:\Users\Letic\Downloads\NEU-CLS\In_151.bmp,In_151.bmp,Inclusion,train
C:\Users\Letic\Downloads\NEU-CLS\In_17.bmp,In_17.bmp,Inclusion,train
C:\Users\Letic\Downloads\NEU-CLS\RS_41.bmp,RS_41.bmp,Rolled-in_Scale,train
C:\Users\Letic\Downloads\NEU-CLS\Sc_133.bmp,Sc_133.bmp,Scratches,train
C:\Users\Letic\Downloads\NEU-CLS\Sc_42.bmp,Sc_42.bmp,Scratches,train
C:\Users\Letic\Downloads\NEU-CLS\In_94.bmp,In_94.bmp,Inclusion,train
C:\Users\Letic\Downloads\NEU-CLS\Cr_65.bmp,Cr_65.bmp,Crazing,train
C:\Users\Letic\Downloads\NEU-CLS\Sc_228.bmp,Sc_228.bmp,Scratches,train
C:\Users\Letic\Downloads\NEU-CLS\In_284.bmp,In_284.bmp,Inclusion,train
C:\Users\Letic\Downloads\NEU-CLS\Cr_79.bmp,Cr_79.bmp,Crazing,train
C:\Users\Letic\Downloads\NEU-CLS\In_277.bmp,In_277.bmp,Inclusion,train
C:\Users\Letic\Downloads\NEU-CLS\PS_135.bmp,PS_135.bmp,Pitted_Surface,train
C:\Users\Letic\Downloads\NEU-CLS\Pa_288.bmp,Pa_288.bmp,Patches,train
C:\Users\Letic\Downloads\NEU-CLS\RS_145.bmp,RS_145.bmp,Rolled-in_Scale,train
C:\Users\Letic\Downloads\NEU-CLS\Pa_55.bmp,Pa_55.bmp,Patches,train
C:\Users\Letic\Downloads\NEU-CLS\Pa_172.bmp,Pa_172.bmp,Patches,train
C:\Users\Letic\Downloads\NEU-CLS\In_35.bmp,In_35.bmp,Inclusion,train
C:\Users\Letic\Downloads\NEU-CLS\Sc_127.bmp,Sc_127.bmp,Scratches,train
C:\Users\Letic\Downloads\NEU-CLS\RS_115.bmp,RS_115.bmp,Rolled-in_Scale,train
C:\Users\Letic\Downloads\NEU-CLS\In_49.bmp,In_49.bmp,Inclusion,train
C:\Users\Letic\Downloads\NEU-CLS\Sc_35.bmp,Sc_35.bmp,Scratches,train
C:\Users\Letic\Downloads\NEU-CLS\Cr_95.bmp,Cr_95.bmp,Crazing,train
C:\Users\Letic\Downloads\NEU-CLS\RS_228.bmp,RS_228.bmp,Rolled-in_Scale,train
C:\Users\Letic\Downloads\NEU-CLS\RS_224.bmp,RS_224.bmp,Rolled-in_Scale,train
C:\Users\Letic\Downloads\NEU-CLS\RS_290.bmp,RS_290.bmp,Rolled-in_Scale,train
C:\Users\Letic\Downloads\NEU-CLS\In_196.bmp,In_196.bmp,Inclusion,train
C:\Users\Letic\Downloads\NEU-CLS\RS_194.bmp,RS_194.bmp,Rolled-in_Scale,train
C:\Users\Letic\Downloads\NEU-CLS\Pa_279.bmp,Pa_279.bmp,Patches,train
C:\Users\Letic\Downloads\NEU-CLS\PS_190.bmp,PS_190.bmp,Pitted_Surface,train
C:\Users\Letic\Downloads\NEU-CLS\In_145.bmp,In_145.bmp,Inclusion,train
C:\Users\Letic\Downloads\NEU-CLS\In_245.bmp,In_245.bmp,Inclusion,train
C:\Users\Letic\Downloads\NEU-CLS\Pa_292.bmp,Pa_292.bmp,Patches,train
C:\Users\Letic\Downloads\NEU-CLS\RS_158.bmp,RS_158.bmp,Rolled-in_Scale,train
C:\Users\Letic\Downloads\NEU-CLS\RS_218.bmp,RS_218.bmp,Rolled-in_Scale,train
C:\Users\Letic\Downloads\NEU-CLS\Pa_144.bmp,Pa_144.bmp,Patches,train
C:\Users\Letic\Downloads\NEU-CLS\Sc_109.bmp,Sc_109.bmp,Scratches,train
C:\Users\Letic\Downloads\NEU-CLS\RS_190.bmp,RS_190.bmp,Rolled-in_Scale,train
C:\Users\Letic\Downloads\NEU-CLS\RS_103.bmp,RS_103.bmp,Rolled-in_Scale,train
C:\Users\Letic\Downloads\NEU-CLS\RS_69.bmp,RS_69.bmp,Rolled-in_Scale,train
C:\Users\Letic\Downloads\NEU-CLS\Pa_186.bmp,Pa_186.bmp,Patches,train
C:\Users\Letic\Downloads\NEU-CLS\Sc_38.bmp,Sc_38.bmp,Scratches,train
C:\Users\Letic\Downloads\NEU-CLS\In_252.bmp,In_252.bmp,Inclusion,train
C:\Users\Letic\Downloads\NEU-CLS\PS_202.bmp,PS_202.bmp,Pitted_Surface,train
C:\Users\Letic\Downloads\NEU-CLS\Sc_85.bmp,Sc_85.bmp,Scratches,train
C:\Users\Letic\Downloads\NEU-CLS\RS_112.bmp,RS_112.bmp,Rolled-in_Scale,train
C:\Users\Letic\Downloads\NEU-CLS\Sc_267.bmp,Sc_267.bmp,Scratches,train
C:\Users\Letic\Downloads\NEU-CLS\Cr_124.bmp,Cr_124.bmp,Crazing,train
C:\Users\Letic\Downloads\NEU-CLS\PS_30.bmp,PS_30.bmp,Pitted_Surface,train
C:\Users\Letic\Downloads\NEU-CLS\PS_138.bmp,PS_138.bmp,Pitted_Surface,train
C:\Users\Letic\Downloads\NEU-CLS\PS_7.bmp,PS_7.bmp,Pitted_Surface,train
C:\Users\Letic\Downloads\NEU-CLS\In_7.bmp,In_7.bmp,Inclusion,train
